Victoires_MM,TeamID,Season,Type_tournoi,Nombre_victoires,Nombre_défaites,Nombre_matchs,Pourcentage_Victoire,Buts_moyens_encaissés,Buts_moyens_marqués,Moyenne_diff_score,Pourcentage_V_terrain_adverse,Mental,Evolution_2_Last_years,Qualité_défense,Fools,Blocks,Steals,Ancienneté
1.0,1103,1999,Reg,17,23,40,0.425,72.2,68.1,-4.1000000000000085,0.4,-0.2499999999999997,0.14499999999999996,0.6677705827937095,0.0,0.0,0.0,14
1.0,1103,2000,Reg,16,18,34,0.4705882352941176,72.5,72.32352941176471,-0.17647058823528994,0.38461538461538464,-0.8597285067873299,0.0,0.7091853947869621,0.0,0.0,0.0,15
2.0,1103,2001,Reg,12,10,22,0.5454545454545454,73.22727272727273,74.54545454545455,1.318181818181813,0.4,-1.454545454545454,0.12045454545454545,0.7309730047935414,0.0,0.0,0.0,16
3.0,1103,2002,Reg,9,9,18,0.5,77.8888888888889,76.27777777777777,-1.6111111111111145,0.5263157894736842,0.2631578947368418,0.029411764705882363,0.7479597080892177,0.0,0.0,0.0,17
3.0,1103,2003,Reg,13,11,24,0.5416666666666666,78.0,78.5,0.5,0.4,-1.416666666666666,-0.003787878787878785,0.7697502312673451,24.66666666666667,2.333333333333333,7.458333333333332,18
2.0,1103,2004,Reg,13,16,29,0.4482758620689655,71.93103448275863,67.86206896551724,-4.068965517241382,0.42105263157894735,-0.2722323049001818,-0.05172413793103448,0.665437494018948,17.724137931034484,2.413793103448276,6.620689655172414,19
2.0,1103,2005,Reg,18,21,39,0.4615384615384616,68.84615384615384,68.92307692307692,0.0769230769230802,0.4666666666666667,0.0512820512820511,-0.08012820512820508,0.6758414573400697,17.564102564102562,2.948717948717949,6.051282051282049,20
3.0,1103,2006,Reg,21,14,35,0.6,67.68571428571428,72.28571428571429,4.6000000000000085,0.3636363636363637,-2.363636363636364,0.15172413793103445,0.7088145896656536,23.228571428571428,3.1142857142857143,6.742857142857143,21
1.0,1103,2007,Reg,25,15,40,0.625,66.275,73.575,7.299999999999998,0.6666666666666666,0.4166666666666663,0.16346153846153846,0.7214569842738207,22.675,4.3,8.475,22
1.0,1103,2008,Reg,23,10,33,0.696969696969697,63.96969696969697,71.33333333333333,7.36363636363636,0.5833333333333334,-1.1363636363636365,0.09696969696969704,0.6994757940178846,26.181818181818183,3.6060606060606064,8.363636363636363,23
1.0,1103,2009,Reg,22,9,31,0.7096774193548387,62.29032258064516,68.83870967741936,6.548387096774199,0.42857142857142855,-2.811059907834102,0.08467741935483875,0.6750141744501806,28.22580645161291,3.2580645161290325,10.451612903225808,24
1.0,1103,2010,Reg,23,7,30,0.7666666666666667,65.16666666666667,73.16666666666667,8.0,0.3333333333333333,-4.333333333333334,0.0696969696969697,0.7174529756398398,29.83333333333333,4.133333333333334,10.1,25
1.0,1103,2011,Reg,22,10,32,0.6875,65.09375,70.90625,5.8125,0.4,-2.875,-0.022177419354838742,0.6952879278445884,26.40625,3.90625,8.90625,26
2.0,1103,2012,Reg,21,3,24,0.875,63.20833333333334,73.70833333333333,10.499999999999991,0.5,-3.75,0.10833333333333328,0.7227644156645082,31.70833333333333,6.333333333333332,11.208333333333336,27
1.0,1103,2013,Reg,25,17,42,0.5952380952380952,64.23809523809524,68.42857142857143,4.19047619047619,0.3333333333333333,-2.619047619047619,-0.09226190476190477,0.6709924672921899,21.785714285714285,4.833333333333333,8.523809523809524,28
1.0,1103,2014,Reg,21,10,31,0.6774193548387096,65.83870967741936,68.96774193548387,3.1290322580645125,0.125,-5.524193548387097,-0.1975806451612904,0.6762794306347171,25.70967741935484,5.387096774193548,8.96774193548387,29
2.0,1103,2015,Reg,20,3,23,0.8695652173913043,59.34782608695652,68.0,8.652173913043477,0.35714285714285715,-5.124223602484472,0.2743271221532091,0.6667900092506939,31.43478260869565,5.956521739130435,11.478260869565215,30
1.0,1103,2016,Reg,25,17,42,0.5952380952380952,69.0952380952381,71.64285714285714,2.547619047619037,0.4166666666666667,-1.7857142857142856,-0.0821812596006144,0.7025109026034095,21.33333333333333,3.8333333333333335,6.428571428571429,31
1.0,1103,2017,Reg,25,11,36,0.6944444444444444,71.1111111111111,75.08333333333333,3.9722222222222143,0.6428571428571429,-0.5158730158730152,-0.1751207729468599,0.7362473018809744,26.58333333333333,3.3055555555555562,7.555555555555554,32
1.0,1103,2018,Reg,13,3,16,0.8125,73.6875,70.6875,-3.0,0.2857142857142857,-5.267857142857143,0.2172619047619048,0.6931429232192415,30.5625,4.125,9.625,33
2.0,1103,2019,Reg,15,11,26,0.5769230769230769,66.80769230769229,66.03846153846153,-0.7692307692307736,0.375,-2.0192307692307687,-0.11752136752136755,0.64755568206077,21.19230769230769,3.807692307692308,7.0769230769230775,34
1.0,1104,1985,Reg,31,14,45,0.6888888888888889,60.64444444444445,66.06666666666666,5.422222222222217,0.4615384615384616,-2.2735042735042734,0.111965811965812,0.6478322540857231,0.0,0.0,0.0,0
5.0,1104,1986,Reg,32,8,40,0.8,67.5,76.0,8.5,0.2857142857142857,-5.142857142857143,0.11111111111111116,0.7452358926919519,0.0,0.0,0.0,1
1.0,1104,1987,Reg,36,16,52,0.6923076923076923,69.76923076923077,77.69230769230771,7.923076923076921,0.4545454545454545,-2.377622377622377,-0.10769230769230777,0.7618302141891412,0.0,0.0,0.0,2
1.0,1104,1988,Reg,13,3,16,0.8125,63.6875,71.1875,7.5,0.2222222222222222,-5.902777777777778,0.5625,0.6980457909343201,0.0,0.0,0.0,3
1.0,1104,1989,Reg,23,14,37,0.6216216216216216,65.70270270270271,70.54054054054055,4.83783783783784,0.5,-1.2162162162162158,-0.07068607068607069,0.6917018776408231,0.0,0.0,0.0,4
2.0,1104,1990,Reg,34,13,47,0.7234042553191491,60.872340425531924,70.95744680851064,10.085106382978722,0.14285714285714285,-5.805471124620063,0.10178263369752738,0.6957899502037121,0.0,0.0,0.0,5
1.0,1104,1991,Reg,31,9,40,0.775,76.9,82.475,5.574999999999988,0.14285714285714285,-6.321428571428571,0.051595744680851034,0.8087280296022201,0.0,0.0,0.0,6
1.0,1104,1992,Reg,30,3,33,0.9090909090909092,70.78787878787878,80.9090909090909,10.121212121212123,0.6363636363636364,-2.727272727272727,0.13409090909090904,0.7933731393490876,0.0,0.0,0.0,7
2.0,1104,1993,Reg,16,12,28,0.5714285714285714,75.92857142857143,78.53571428571429,2.6071428571428608,0.25,-3.214285714285714,0.4214285714285714,0.7701004361041365,0.0,0.0,0.0,8
1.0,1104,1994,Reg,24,13,37,0.6486486486486487,67.29729729729729,73.48648648648648,6.189189189189192,0.125,-5.236486486486488,0.07722007722007729,0.7205890441783134,0.0,0.0,0.0,9
1.0,1104,1995,Reg,27,14,41,0.6585365853658537,70.58536585365853,76.36585365853658,5.7804878048780495,0.2727272727272727,-3.8580931263858096,0.009887936717205005,0.7488233568737167,15.219512195121947,2.7804878048780486,5.146341463414634,10
1.0,1104,1996,Reg,16,3,19,0.8421052631578947,67.21052631578948,74.21052631578948,7.0,0.4,-4.421052631578947,0.3421052631578947,0.7276887871853548,16.57894736842105,3.3157894736842106,5.526315789473684,11
1.0,1104,1997,Reg,16,13,29,0.5517241379310345,66.79310344827586,70.41379310344827,3.620689655172413,0.5,-0.5172413793103448,-0.1068124474348192,0.6904590258062459,30.068965517241374,4.862068965517241,9.275862068965518,12
1.0,1104,1998,Reg,15,12,27,0.5555555555555556,68.62962962962963,72.37037037037038,3.740740740740733,0.3636363636363637,-1.91919191919192,-0.2865497076023391,0.709644704834344,29.777777777777786,5.8148148148148175,10.037037037037038,13
1.0,1104,1999,Reg,17,3,20,0.85,63.45,72.25,8.799999999999997,0.3333333333333333,-5.166666666666666,0.2982758620689655,0.7084643848288622,5.85,1.05,1.95,14
1.0,1104,2000,Reg,13,14,27,0.4814814814814815,73.14814814814815,73.7037037037037,0.5555555555555571,0.35714285714285715,-1.243386243386243,-0.07407407407407413,0.7227190187412205,23.25925925925927,6.2592592592592595,8.962962962962962,15
2.0,1104,2001,Reg,21,3,24,0.875,62.91666666666666,77.875,14.958333333333336,0.4166666666666667,-4.583333333333333,0.025000000000000026,0.7636216466234969,26.16666666666667,7.333333333333332,9.791666666666666,16
3.0,1104,2002,Reg,31,11,42,0.7380952380952381,69.47619047619048,76.88095238095238,7.404761904761897,0.4,-3.3809523809523814,-0.13690476190476186,0.7538742786661381,13.309523809523812,3.3095238095238093,5.5,17
1.0,1104,2003,Reg,17,14,31,0.5483870967741935,66.70967741935483,69.61290322580646,2.903225806451616,0.5,-0.4838709677419351,0.37191650853889935,0.6826057115573989,18.61290322580645,4.483870967741935,7.806451612903228,18
1.0,1104,2004,Reg,32,14,46,0.6956521739130435,68.69565217391305,70.30434782608695,1.6086956521739069,0.35294117647058826,-3.427109974424552,0.14726507713884995,0.6893858343723606,16.391304347826086,3.652173913043478,6.239130434782608,19
1.0,1104,2005,Reg,23,16,39,0.5897435897435898,68.58974358974359,73.35897435897436,4.769230769230774,0.2222222222222222,-3.675213675213676,0.21474358974358976,0.7193386939917931,16.923076923076927,4.35897435897436,7.564102564102564,20
1.0,1104,2006,Reg,22,3,25,0.88,68.72,75.72,7.0,0.5,-3.8,0.29025641025641025,0.7424902867715079,25.52,4.08,8.2,21
2.0,1104,2007,Reg,20,12,32,0.625,65.28125,70.0625,4.78125,0.3333333333333333,-2.916666666666667,0.3942307692307692,0.6870143385753932,21.75,4.625,6.875,22
1.0,1104,2008,Reg,17,3,20,0.85,68.8,78.45,9.650000000000006,0.38461538461538464,-4.653846153846153,-0.030000000000000027,0.7692599444958372,36.9,7.05,12.1,23
1.0,1104,2009,Reg,16,16,32,0.5,66.84375,68.625,1.78125,0.2,-3.0,-0.125,0.6729185938945421,24.3125,5.53125,8.53125,24
1.0,1104,2010,Reg,17,3,20,0.85,64.05,72.45,8.400000000000006,0.25,-6.0,0.0,0.7104255319148937,33.7,8.05,9.3,25
1.0,1104,2011,Reg,21,17,38,0.5526315789473685,64.34210526315789,68.92105263157895,4.578947368421055,0.3636363636363637,-1.8899521531100485,0.05263157894736848,0.6758216076732071,0.0,0.0,0.0,26
2.0,1104,2012,Reg,21,3,24,0.875,58.125,69.25,11.125,0.07692307692307693,-7.980769230769233,0.025000000000000026,0.6790471785383905,0.0,0.0,0.0,27
1.0,1104,2013,Reg,20,12,32,0.625,62.59375,64.84375,2.25,0.2,-4.25,0.07236842105263153,0.6358406567992599,0.0,0.0,0.0,28
2.0,1104,2014,Reg,12,3,15,0.8,60.86666666666667,70.66666666666667,9.800000000000004,0.38461538461538464,-4.153846153846153,-0.07499999999999996,0.6929386370644466,18.4,2.8,8.6,29
2.0,1104,2015,Reg,17,17,34,0.5,63.32352941176471,64.91176470588235,1.588235294117645,0.35714285714285715,-1.4285714285714284,-0.125,0.6365075910105022,16.352941176470587,2.2058823529411766,5.176470588235294,30
1.0,1104,2016,Reg,18,11,29,0.6206896551724138,70.27586206896552,69.86206896551724,-0.4137931034482847,0.2352941176470588,-3.85395537525355,-0.17931034482758626,0.6850489648792625,22.482758620689655,4.275862068965517,9.724137931034482,31
2.0,1104,2017,Reg,19,16,35,0.5428571428571428,67.14285714285714,71.05714285714286,3.9142857142857252,0.1,-4.428571428571429,0.042857142857142816,0.6967675432800319,13.2,2.6,5.114285714285714,32
1.0,1104,2018,Reg,19,14,33,0.5757575757575758,71.27272727272727,74.0909090909091,2.8181818181818272,0.08333333333333333,-4.924242424242425,-0.04493207941483801,0.7265158523252881,8.242424242424242,2.575757575757576,3.0303030303030303,33
1.0,1104,2019,Reg,18,15,33,0.5454545454545454,68.96969696969697,71.0909090909091,2.1212121212121247,0.1,-4.454545454545454,0.0025974025974025983,0.6970986460348163,13.545454545454545,3.8484848484848486,5.363636363636363,34
1.0,1105,2000,Reg,15,11,26,0.5769230769230769,68.76923076923077,70.84615384615384,2.076923076923066,0.16666666666666666,-4.102564102564102,0.0011655011655010705,0.6946986408596029,10.5,2.0,4.9230769230769225,0
1.0,1105,2001,Reg,16,3,19,0.8421052631578947,66.94736842105263,73.21052631578948,6.263157894736849,0.25,-5.921052631578947,0.2966507177033493,0.7178830517551975,17.736842105263158,5.2631578947368425,7.473684210526316,1
1.0,1105,2002,Reg,15,16,31,0.4838709677419355,66.64516129032258,71.3225806451613,4.677419354838719,0.14285714285714285,-3.4101382488479266,-0.09305210918114136,0.6993703560025067,12.741935483870964,3.2258064516129035,5.258064516129032,2
1.0,1105,2003,Reg,7,12,19,0.3684210526315789,68.0,67.84210526315789,-0.15789473684210975,0.08333333333333333,-2.8508771929824563,-0.4736842105263158,0.6652417352354059,10.210526315789474,2.0,4.052631578947368,3
3.0,1105,2004,Reg,13,19,32,0.40625,69.46875,67.78125,-1.6875,0.3333333333333333,-0.7291666666666669,-0.0776209677419355,0.6646450046253469,9.6875,1.6875,3.125,4
2.0,1105,2005,Reg,16,14,30,0.5333333333333333,66.6,69.06666666666666,2.466666666666669,0.25,-2.833333333333333,0.1649122807017544,0.6772494603761949,17.1,2.833333333333333,4.9,5
1.0,1105,2006,Reg,11,14,25,0.44,71.92,70.8,-1.1200000000000043,0.18181818181818185,-2.5818181818181816,0.03375,0.6942460684551341,11.52,1.36,3.32,6
2.0,1105,2007,Reg,6,14,20,0.3,69.7,66.15,-3.549999999999997,0.18181818181818185,-1.1818181818181817,-0.2333333333333333,0.648649398704903,20.4,2.7,5.85,7
3.0,1105,2008,Reg,11,15,26,0.4230769230769231,68.84615384615384,68.07692307692308,-0.7692307692307594,0.21739130434782608,-2.05685618729097,-0.01692307692307693,0.6675442965914752,3.3846153846153846,0.3076923076923077,0.8076923076923077,8
2.0,1105,2009,Reg,7,15,22,0.3181818181818182,71.68181818181819,67.4090909090909,-4.2727272727272805,0.2307692307692308,-0.8741258741258741,0.018181818181818188,0.6609957110419645,4.681818181818182,0.7727272727272727,2.0454545454545454,9
3.0,1105,2010,Reg,8,10,18,0.4444444444444444,72.33333333333333,68.27777777777777,-4.055555555555556,0.2,-2.444444444444444,0.021367521367521347,0.6695138246479597,10.0,1.0555555555555556,3.7222222222222223,10
6.0,1105,2011,Reg,10,11,21,0.4761904761904762,70.57142857142857,67.85714285714286,-2.714285714285708,0.3333333333333333,-1.4285714285714284,0.15800865800865804,0.6653891899035286,0.0,0.0,0.0,11
1.0,1105,2012,Reg,5,10,15,0.3333333333333333,75.53333333333333,70.66666666666667,-4.86666666666666,0.125,-2.083333333333333,-0.1111111111111111,0.6929386370644466,0.0,0.0,0.0,12
3.0,1105,2013,Reg,9,19,28,0.32142857142857145,73.42857142857143,68.85714285714286,-4.5714285714285685,0.17647058823529413,-1.4495798319327733,-0.1547619047619047,0.6751949253336859,0.0,0.0,0.0,13
2.0,1105,2014,Reg,12,16,28,0.42857142857142855,71.67857142857143,67.64285714285714,-4.035714285714292,0.38461538461538464,-0.4395604395604391,0.09523809523809523,0.6632879608827805,0.0,0.0,0.0,14
6.0,1105,2015,Reg,8,3,11,0.7272727272727273,67.63636363636364,71.45454545454545,3.818181818181813,0.5,-2.272727272727273,0.40584415584415584,0.7006643680094189,0.0,0.0,0.0,15
1.0,1105,2016,Reg,10,18,28,0.35714285714285715,72.46428571428571,68.46428571428571,-4.0,0.4545454545454545,0.9740259740259738,-0.0714285714285714,0.6713426721289811,0.0,0.0,0.0,16
3.0,1105,2017,Reg,2,12,14,0.14285714285714285,75.42857142857143,68.28571428571429,-7.142857142857139,0.4166666666666667,2.738095238095238,-0.5844155844155845,0.6695916479450246,0.0,0.0,0.0,17
4.0,1105,2018,Reg,3,20,23,0.13043478260869565,69.6086956521739,57.39130434782609,-12.21739130434782,0.4545454545454545,3.241106719367589,-0.2267080745341615,0.5627639464264168,0.0,0.0,0.0,18
6.0,1105,2019,Reg,5,15,20,0.25,70.5,61.6,-8.899999999999997,0.3636363636363637,1.1363636363636365,0.10714285714285716,0.6040333024976874,0.0,0.0,0.0,19
6.0,1106,1985,Reg,10,17,27,0.3703703703703704,71.81481481481481,66.03703703703704,-5.777777777777772,0.4,0.2962962962962967,0.2399355877616747,0.6475417137766815,0.0,0.0,0.0,0
1.0,1106,1986,Reg,8,15,23,0.3478260869565217,76.8695652173913,68.43478260869566,-8.434782608695643,0.17647058823529413,-1.713554987212276,0.09782608695652173,0.671053372481197,0.0,0.0,0.0,1
2.0,1106,1987,Reg,12,15,27,0.4444444444444444,73.33333333333333,70.25925925925925,-3.0740740740740766,0.42105263157894735,-0.23391812865497075,0.07407407407407407,0.6889437078151232,0.0,0.0,0.0,2
