Victoires_MM,TeamID,Season,Nombre_victoires,Nombre_défaites,Nombre_matchs,Pourcentage_Victoire,Buts_moyens_encaissés,Buts_moyens_marqués,Moyenne_diff_score,Pourcentage_V_terrain_adverse,Mental,Evolution_2_Last_years,Qualité_défense,Fools,Blocks,Steals,Ancienneté
1.0,1102,2016,12,18,30,0.4,78.3,84.33333333333333,6.033333333333331,0.16666666666666666,-0.23333333333333336,0.04285714285714287,0.27443323570886213,31.9,3.966666666666667,9.066666666666666,31
4.0,1102,2017,10,21,31,0.3225806451612903,76.19354838709677,71.29032258064517,-4.903225806451601,0.2857142857142857,-0.036866359447004615,-0.09121245828698554,0.2319893347889527,15.774193548387096,2.129032258064516,4.967741935483871,32
3.0,1102,2018,10,19,29,0.3448275862068966,69.03448275862068,73.06896551724138,4.0344827586206975,0.4117647058823529,0.06693711967545635,-0.05517241379310345,0.23777730399362634,19.0,3.413793103448276,6.344827586206897,33
1.0,1102,2019,13,18,31,0.41935483870967744,58.70967741935484,62.58064516129032,3.8709677419354804,0.2727272727272727,-0.14662756598240473,0.09677419354838712,0.2036467463758227,20.129032258064516,3.6774193548387095,6.806451612903226,34
2.0,1103,1985,9,14,23,0.391304347826087,85.04347826086956,91.04347826086956,6.0,0.25,-0.14130434782608697,0.0464767616191904,0.2962690473832397,28.782608695652176,4.304347826086956,8.652173913043478,0
6.0,1103,1986,18,8,26,0.6923076923076923,74.8076923076923,87.03846153846153,12.230769230769226,0.2,-0.4923076923076923,0.27295285359801486,0.2832361260607274,30.923076923076923,6.038461538461538,10.423076923076923,1
5.0,1103,1987,18,8,26,0.6923076923076923,74.88461538461539,78.03846153846153,3.153846153846146,0.2222222222222222,-0.4700854700854701,0.3010033444816053,0.2539487847004931,21.153846153846153,5.961538461538462,8.307692307692308,2
2.0,1103,1988,18,7,25,0.72,85.36,91.28,5.920000000000002,0.2727272727272727,-0.44727272727272727,0.027692307692307683,0.2970387243735763,25.12,7.04,9.4,3
1.0,1103,1989,21,7,28,0.75,85.85714285714286,88.71428571428571,2.857142857142847,0.3076923076923077,-0.4423076923076923,0.05769230769230771,0.2886895076937381,21.464285714285715,4.428571428571429,8.0,4
1.0,1103,1990,14,12,26,0.5384615384615384,82.3076923076923,84.03846153846153,1.7307692307692264,0.36363636363636365,-0.1748251748251748,-0.18153846153846154,0.2734736789406493,21.5,5.346153846153846,8.884615384615385,5
1.0,1103,1991,14,13,27,0.5185185185185185,76.77777777777777,81.18518518518519,4.407407407407419,0.4,-0.11851851851851847,-0.2314814814814815,0.2641886924347061,21.37037037037037,5.148148148148148,8.962962962962964,6
2.0,1103,1992,15,12,27,0.5555555555555556,70.22222222222223,79.0,8.777777777777771,0.4,-0.15555555555555556,0.017094017094017144,0.2570777741620566,26.0,7.925925925925926,12.11111111111111,7
3.0,1103,1993,6,18,24,0.25,77.5,86.58333333333333,9.083333333333329,0.45454545454545453,0.20454545454545453,-0.2685185185185185,0.28175507104892067,31.416666666666668,7.0,11.958333333333334,8
1.0,1103,1994,7,18,25,0.28,75.92,80.12,4.200000000000003,0.38461538461538464,0.10461538461538461,-0.27555555555555555,0.26072242108688576,26.4,6.8,11.8,9
1.0,1103,1995,7,18,25,0.28,83.4,82.72,-0.6800000000000068,0.15384615384615385,-0.12615384615384617,0.030000000000000027,0.26918320859095346,17.12,3.88,6.84,10
2.0,1103,1996,2,23,25,0.08,80.0,82.64,2.6400000000000006,0.36363636363636365,0.28363636363636363,-0.2,0.2689228766677514,25.52,4.08,8.2,11
1.0,1103,1997,7,18,25,0.28,86.8,85.56,-1.2399999999999949,0.2222222222222222,-0.05777777777777782,0.0,0.2784249918646274,27.84,5.92,8.8,12
2.0,1103,1998,16,10,26,0.6153846153846154,81.88461538461539,87.15384615384616,5.269230769230774,0.3333333333333333,-0.2820512820512821,0.5353846153846155,0.2836116047961151,28.384615384615383,5.423076923076923,9.307692307692308,13
1.0,1103,1999,17,9,26,0.6538461538461539,91.5,94.61538461538461,3.115384615384613,0.42857142857142855,-0.2252747252747253,0.37384615384615383,0.30789256301784773,28.384615384615383,6.653846153846154,10.115384615384615,14
1.0,1103,2000,16,11,27,0.5925925925925926,87.14814814814815,87.74074074074075,0.5925925925925952,0.3333333333333333,-0.25925925925925924,-0.02279202279202286,0.28552144725265455,24.962962962962962,5.962962962962963,6.888888888888889,15
2.0,1103,2001,12,16,28,0.42857142857142855,71.17857142857143,66.64285714285714,-4.535714285714292,0.29411764705882354,-0.134453781512605,-0.2252747252747253,0.21686578959602062,9.857142857142858,1.5,4.607142857142857,16
3.0,1103,2002,9,21,30,0.3,70.93333333333334,67.46666666666667,-3.4666666666666686,0.14285714285714285,-0.15714285714285714,-0.29259259259259257,0.2195465885670897,18.533333333333335,2.5,5.866666666666666,17
3.0,1103,2003,13,14,27,0.48148148148148145,72.81481481481481,74.18518518518519,1.370370370370381,0.2727272727272727,-0.20875420875420875,0.05291005291005291,0.24140964915452387,24.14814814814815,4.592592592592593,10.444444444444445,18
2.0,1103,2004,13,15,28,0.4642857142857143,59.67857142857143,60.75,1.0714285714285694,0.3076923076923077,-0.1565934065934066,0.1642857142857143,0.19768955418158152,16.5,3.25,6.392857142857143,19
2.0,1103,2005,18,10,28,0.6428571428571429,64.60714285714286,55.75,-8.857142857142861,0.07142857142857142,-0.5714285714285715,0.16137566137566145,0.18141880898145135,9.714285714285714,3.0357142857142856,3.5714285714285716,20
3.0,1103,2006,21,9,30,0.7,58.56666666666667,55.63333333333333,-2.933333333333337,0.25,-0.44999999999999996,0.23571428571428565,0.18103915826011496,14.9,4.233333333333333,5.9,21
1.0,1103,2007,25,7,32,0.78125,54.0625,48.0,-6.0625,0.3125,-0.46875,0.1383928571428571,0.15619915392124958,8.53125,1.625,4.0,22
1.0,1103,2008,23,10,33,0.696969696969697,49.0,44.484848484848484,-4.515151515151516,0.35714285714285715,-0.33982683982683987,-0.003030303030302939,0.14476032699267322,10.212121212121213,3.0303030303030303,4.303030303030303,23
1.0,1103,2009,22,13,35,0.6285714285714286,47.31428571428572,44.857142857142854,-2.4571428571428626,0.2857142857142857,-0.34285714285714286,-0.15267857142857144,0.14597182836688205,11.285714285714286,2.857142857142857,4.6571428571428575,24
1.0,1103,2010,23,10,33,0.696969696969697,54.878787878787875,48.15151515151515,-6.727272727272727,0.0625,-0.634469696969697,0.0,0.15669220680610202,5.878787878787879,1.1515151515151516,2.3333333333333335,25
1.0,1103,2011,22,13,35,0.6285714285714286,58.142857142857146,51.02857142857143,-7.114285714285714,0.07692307692307693,-0.5516483516483517,0.0,0.16605457672818558,8.857142857142858,1.542857142857143,2.857142857142857,26
2.0,1103,2012,21,11,32,0.65625,58.71875,55.84375,-2.875,0.3125,-0.34375,-0.04071969696969702,0.1817238854539538,16.03125,2.65625,4.59375,27
1.0,1103,2013,25,7,32,0.78125,60.125,53.625,-6.5,0.29411764705882354,-0.48713235294117646,0.15267857142857144,0.17450374227139603,9.0,1.0625,2.59375,28
1.0,1103,2014,21,12,33,0.6363636363636364,59.18181818181818,56.93939393939394,-2.242424242424242,0.25,-0.38636363636363635,-0.019886363636363646,0.1852892741275429,12.363636363636363,1.6363636363636365,3.5454545454545454,29
2.0,1103,2015,20,14,34,0.5882352941176471,66.32352941176471,52.76470588235294,-13.558823529411768,0.18181818181818182,-0.40641711229946526,-0.19301470588235292,0.17170421699431482,2.588235294117647,0.23529411764705882,0.6176470588235294,30
1.0,1103,2016,25,8,33,0.7575757575757576,71.72727272727273,56.75757575757576,-14.969696969696976,0.14285714285714285,-0.6147186147186148,0.12121212121212122,0.18469761066572,3.121212121212121,0.5151515151515151,1.3636363636363635,31
1.0,1103,2017,25,8,33,0.7575757575757576,69.24242424242425,58.72727272727273,-10.515151515151523,0.3076923076923077,-0.44988344988344986,0.1693404634581105,0.19110729816880156,5.454545454545454,0.5757575757575758,2.0303030303030303,32
1.0,1103,2018,13,18,31,0.41935483870967744,57.58064516129032,57.45161290322581,-0.12903225806451246,0.47058823529411764,0.051233396584440205,-0.33822091886608013,0.1869561109769795,15.32258064516129,2.6129032258064515,7.580645161290323,33
2.0,1103,2019,15,16,31,0.4838709677419355,58.645161290322584,59.45161290322581,0.8064516129032242,0.4,-0.08387096774193548,-0.27370478983382207,0.19346440905703158,19.967741935483872,3.225806451612903,7.709677419354839,34
2.0,1104,1985,23,10,33,0.696969696969697,55.72727272727273,52.696969696969695,-3.030303030303031,0.3333333333333333,-0.3636363636363637,0.2776148582600196,0.17148379335167488,17.90909090909091,3.0,6.242424242424242,0
1.0,1104,1986,24,9,33,0.7272727272727273,64.15151515151516,60.15151515151515,-4.000000000000007,0.25,-0.4772727272727273,0.2434017595307918,0.1957419952864144,15.121212121212121,2.1818181818181817,4.393939393939394,1
5.0,1104,1987,28,5,33,0.8484848484848485,58.484848484848484,52.90909090909091,-5.575757575757578,0.21428571428571427,-0.6341991341991342,0.1515151515151515,0.17217406739046828,11.545454545454545,1.4848484848484849,3.3636363636363638,2
5.0,1104,1988,13,17,30,0.43333333333333335,58.9,63.9,5.0,0.4166666666666667,-0.016666666666666663,-0.29393939393939394,0.2079401236576635,21.7,3.9,5.966666666666667,3
1.0,1104,1989,23,8,31,0.7419354838709677,59.483870967741936,65.0,5.516129032258064,0.5333333333333333,-0.20860215053763442,-0.10654936461388076,0.21151968760169215,23.225806451612904,4.516129032258065,7.774193548387097,4
1.0,1104,1990,26,9,35,0.7428571428571429,53.142857142857146,51.22857142857143,-1.9142857142857181,0.3125,-0.4303571428571429,0.30952380952380953,0.1667054065361908,15.0,2.942857142857143,5.9714285714285715,5
1.0,1104,1991,23,10,33,0.696969696969697,62.484848484848484,59.696969696969695,-2.787878787878789,0.07142857142857142,-0.6255411255411256,-0.04496578690127073,0.19426283663185712,20.848484848484848,3.6666666666666665,6.545454545454546,6
1.0,1104,1992,26,9,35,0.7428571428571429,52.65714285714286,47.82857142857143,-4.828571428571429,0.2222222222222222,-0.5206349206349207,0.0,0.15564129980010227,10.771428571428572,2.0285714285714285,4.4,7
1.0,1104,1993,16,12,28,0.5714285714285714,77.89285714285714,68.07142857142857,-9.82142857142857,0.17647058823529413,-0.39495798319327724,-0.12554112554112562,0.22151457393891497,12.535714285714286,1.8571428571428572,4.464285714285714,8
2.0,1104,1994,20,10,30,0.6666666666666666,65.9,65.23333333333333,-0.6666666666666714,0.18181818181818182,-0.4848484848484848,-0.07619047619047625,0.2122789890443649,20.833333333333332,3.5,6.733333333333333,9
1.0,1104,1995,23,10,33,0.696969696969697,54.78787878787879,57.84848484848485,3.0606060606060623,0.2857142857142857,-0.4112554112554113,0.12554112554112562,0.1882475914366575,18.363636363636363,3.4545454545454546,7.03030303030303,10
1.0,1104,1996,16,11,27,0.5925925925925926,79.25925925925925,75.25925925925925,-4.0,0.3333333333333333,-0.25925925925925924,-0.07407407407407407,0.24490484627158884,17.814814814814813,2.962962962962963,5.074074074074074,11
1.0,1104,1997,16,14,30,0.5333333333333333,74.56666666666666,65.56666666666666,-9.0,0.32,-0.21333333333333332,-0.1636363636363637,0.21336370539104021,9.766666666666667,1.2333333333333334,2.533333333333333,12
1.0,1104,1998,15,15,30,0.5,81.23333333333333,70.96666666666667,-10.266666666666666,0.4583333333333333,-0.041666666666666685,-0.09259259259259256,0.23093611020718083,10.6,2.466666666666667,3.066666666666667,13
2.0,1104,1999,17,14,31,0.5483870967741935,68.64516129032258,61.38709677419355,-7.258064516129025,0.35,-0.19838709677419353,0.01505376344086018,0.19976276203772714,11.903225806451612,2.2580645161290325,4.709677419354839,14
2.0,1104,2000,13,16,29,0.4482758620689655,73.10344827586206,63.6551724137931,-9.44827586206896,0.3125,-0.13577586206896552,-0.051724137931034475,0.20714341820303644,8.379310344827585,1.2413793103448276,2.689655172413793,15
1.0,1104,2001,21,10,31,0.6774193548387096,59.38709677419355,52.29032258064516,-7.0967741935483915,0.2,-0.4774193548387096,0.12903225806451613,0.17016050302845806,6.32258064516129,1.032258064516129,2.161290322580645,16
1.0,1104,2002,27,8,35,0.7714285714285715,51.74285714285714,53.885714285714286,2.142857142857146,0.3888888888888889,-0.38253968253968257,0.32315270935960594,0.17535214541397423,13.057142857142857,2.1142857142857143,5.371428571428571,17
1.0,1104,2003,17,12,29,0.5862068965517241,68.72413793103448,73.62068965517241,4.896551724137936,0.46153846153846156,-0.12466843501326252,-0.09121245828698554,0.23957269656743382,28.344827586206897,4.206896551724138,9.172413793103448,18
1.0,1104,2004,20,13,33,0.6060606060606061,62.515151515151516,66.18181818181819,3.6666666666666714,0.6111111111111112,0.005050505050505083,-0.16536796536796539,0.2153655001035411,26.242424242424242,4.363636363636363,8.545454545454545,19
1.0,1104,2005,23,8,31,0.7419354838709677,64.25806451612904,66.06451612903226,1.806451612903217,0.4375,-0.30443548387096775,0.15572858731924366,0.2149837817410747,20.0,3.193548387096774,5.935483870967742,20
1.0,1104,2006,18,13,31,0.5806451612903226,65.74193548387096,64.0,-1.7419354838709609,0.5,-0.08064516129032262,-0.025415444770283457,0.20826553856166613,18.967741935483872,3.129032258064516,6.580645161290323,21
1.0,1104,2007,20,11,31,0.6451612903225806,71.35483870967742,64.74193548387096,-6.612903225806463,0.4,-0.2451612903225806,-0.09677419354838712,0.21067990720426605,7.548387096774194,1.5161290322580645,3.096774193548387,22
1.0,1104,2008,17,16,33,0.5151515151515151,62.06060606060606,61.0,-1.0606060606060623,0.5294117647058824,0.014260249554367221,-0.06549364613880748,0.198503091441588,15.151515151515152,2.787878787878788,5.818181818181818,23
2.0,1104,2009,16,14,30,0.5333333333333333,75.4,79.13333333333334,3.7333333333333343,0.4444444444444444,-0.0888888888888889,-0.1118279569892473,0.2575116607007268,23.633333333333333,3.7,7.233333333333333,24
4.0,1104,2010,17,15,32,0.53125,64.0625,68.4375,4.375,0.5454545454545454,0.014204545454545414,0.016098484848484862,0.22270582492678165,25.90625,4.09375,8.9375,25
3.0,1104,2011,21,11,32,0.65625,63.84375,66.03125,2.1875,0.3125,-0.34375,0.12291666666666667,0.214875528799219,21.46875,3.46875,7.125,26
1.0,1104,2012,21,12,33,0.6363636363636364,58.39393939393939,63.515151515151516,5.121212121212125,0.4444444444444444,-0.19191919191919193,0.10511363636363635,0.20668776933013835,25.333333333333332,3.303030303030303,7.454545454545454,27
3.0,1104,2013,20,12,32,0.625,63.65625,72.28125,8.625,0.2222222222222222,-0.4027777777777778,-0.03125,0.2352139602993817,27.84375,3.9375,9.21875,28
1.0,1104,2014,12,19,31,0.3870967741935484,70.51612903225806,75.61290322580645,5.096774193548384,0.2727272727272727,-0.11436950146627567,-0.24926686217008798,0.2460556564458394,23.967741935483872,3.4516129032258065,7.258064516129032,29
1.0,1104,2015,17,14,31,0.5483870967741935,67.90322580645162,73.3225806451613,5.41935483870968,0.3,-0.24838709677419352,-0.0766129032258065,0.23860260541868303,24.322580645161292,4.225806451612903,7.419354838709677,30
1.0,1104,2016,18,14,32,0.5625,67.3125,64.71875,-2.59375,0.16666666666666666,-0.39583333333333337,0.17540322580645162,0.21060445818418483,13.21875,2.25,4.53125,31
1.0,1104,2017,19,14,33,0.5757575757575758,73.12121212121212,69.0909090909091,-4.030303030303031,0.07692307692307693,-0.4988344988344989,0.027370478983382296,0.22483211549270773,16.454545454545453,3.0303030303030303,6.2727272727272725,32
2.0,1104,2018,19,15,34,0.5588235294117647,61.705882352941174,54.55882352941177,-7.147058823529406,0.15384615384615385,-0.40497737556561086,-0.003676470588235281,0.17754254321318505,11.882352941176471,1.6470588235294117,4.705882352941177,33
1.0,1104,2019,18,15,33,0.5454545454545454,58.93939393939394,48.515151515151516,-10.424242424242422,0.13333333333333333,-0.4121212121212121,-0.030303030303030387,0.15787553372974786,7.666666666666667,1.4848484848484849,2.8484848484848486,34
1.0,1105,2000,15,10,25,0.6,81.84,73.92,-7.920000000000002,0.21052631578947367,-0.3894736842105263,0.04117647058823526,0.24054669703872436,13.16,2.56,4.36,0
1.0,1105,2001,16,11,27,0.5925925925925926,80.81481481481481,70.88888888888889,-9.925925925925924,0.2,-0.39259259259259255,0.047138047138047146,0.23068300972628988,15.851851851851851,2.4814814814814814,6.333333333333333,1
1.0,1105,2002,15,10,25,0.6,91.28,77.76,-13.519999999999996,0.06666666666666667,-0.5333333333333333,0.0,0.25304262935242433,9.64,0.96,3.16,2
2.0,1105,2003,7,19,26,0.2692307692307692,91.07692307692308,74.61538461538461,-16.461538461538467,0.2857142857142857,0.01648351648351648,-0.32336182336182334,0.24280958221732707,6.0,0.34615384615384615,2.3461538461538463,3
1.0,1105,2004,13,16,29,0.4482758620689655,87.65517241379311,64.82758620689656,-22.827586206896555,0.25,-0.19827586206896552,-0.15172413793103445,0.21095862742237734,2.7586206896551726,0.3103448275862069,1.2758620689655173,4
2.0,1105,2005,16,14,30,0.5333333333333333,75.26666666666667,61.266666666666666,-14.0,0.10526315789473684,-0.4280701754385965,0.2641025641025641,0.1993708645189283,5.933333333333334,0.6333333333333333,1.4666666666666666,5
2.0,1105,2006,11,12,23,0.4782608695652174,83.95652173913044,73.04347826086956,-10.913043478260875,0.17647058823529413,-0.30179028132992325,0.02998500749625188,0.2376943646627711,11.434782608695652,1.7391304347826086,4.478260869565218,6
1.0,1105,2007,6,20,26,0.23076923076923078,81.57692307692308,72.76923076923077,-8.807692307692307,0.3333333333333333,0.10256410256410253,-0.30256410256410254,0.2368019224511252,14.26923076923077,2.269230769230769,4.5,7
2.0,1105,2008,11,15,26,0.4230769230769231,73.88461538461539,66.6923076923077,-7.192307692307693,0.3157894736842105,-0.10728744939271256,-0.05518394648829433,0.2170267090540439,11.76923076923077,1.3846153846153846,3.076923076923077,8
1.0,1105,2009,7,17,24,0.2916666666666667,92.70833333333333,79.20833333333333,-13.5,0.21052631578947367,-0.08114035087719301,0.0608974358974359,0.2577557218787287,7.208333333333333,0.8333333333333334,2.6666666666666665,9
1.0,1105,2010,8,15,23,0.34782608695652173,88.47826086956522,81.04347826086956,-7.434782608695656,0.4,0.05217391304347829,-0.07525083612040134,0.2637275569829794,21.782608695652176,3.3043478260869565,6.565217391304348,10
1.0,1105,2011,10,15,25,0.4,80.08,78.48,-1.5999999999999943,0.47619047619047616,0.07619047619047614,0.10833333333333334,0.2553856166612431,21.2,3.12,7.64,11
1.0,1105,2012,5,21,26,0.19230769230769232,82.96153846153847,72.76923076923077,-10.192307692307693,0.4074074074074074,0.21509971509971507,-0.1555183946488294,0.2368019224511252,10.115384615384615,1.2307692307692308,2.923076923076923,12
1.0,1105,2013,9,20,29,0.3103448275862069,68.37931034482759,56.172413793103445,-12.206896551724142,0.19047619047619047,-0.11986863711001644,-0.08965517241379312,0.18279340642077269,7.275862068965517,1.3448275862068966,2.793103448275862,13
1.0,1105,2014,12,16,28,0.42857142857142855,66.32142857142857,71.10714285714286,4.785714285714292,0.43478260869565216,0.006211180124223614,0.23626373626373623,0.23139324066756545,20.357142857142858,2.5,7.035714285714286,14
3.0,1105,2015,8,20,28,0.2857142857142857,72.0,74.71428571428571,2.714285714285708,0.4666666666666667,0.18095238095238098,-0.024630541871921208,0.2431314211333736,23.75,3.0,8.571428571428571,15
2.0,1105,2016,10,18,28,0.35714285714285715,66.07142857142857,67.17857142857143,1.1071428571428612,0.25,-0.10714285714285715,-0.0714285714285714,0.21860908372460602,20.035714285714285,3.107142857142857,8.357142857142858,16
1.0,1105,2017,2,27,29,0.06896551724137931,67.96551724137932,63.793103448275865,-4.172413793103452,0.42857142857142855,0.35960591133004927,-0.2167487684729064,0.20759226634648834,15.275862068965518,2.413793103448276,6.275862068965517,17
2.0,1105,2018,3,28,31,0.0967741935483871,60.16129032258065,62.74193548387097,2.5806451612903203,0.3888888888888889,0.29211469534050183,-0.2603686635944701,0.204171609124214,19.838709677419356,3.193548387096774,5.709677419354839,18
